name,location,Date,Rating,Review,Image_Links,clean_text
Nancy,"Pleasant Valley, NY","Reviewed Feb. 10, 2020",1.0,"We are at MCO Orlando airport by gates 1-9. I waited 30 minutes in line to find out there was no bold blend. The girl behind the counter asked me if I wanted to wait 7-10 mins for them to brew a pot. I told her no, that I’d already waited 30. (There were 6 employees behind the counter but I think only two working - in fact I walked up to the second register when a customer left and the girl there told me she wasn’t open). So I finally got my two pikes ventis - had to charge thru my Starbucks Acct because I wasn’t going to wait in that line again and not enough cash for two coffees..",['No Images'],we are at mco orlando airport by gates i waited minutes in line to find out there was no bold blend the girl behind the counter asked me if i wanted to wait mins for them to brew a pot i told her no that id already waited there were employees behind the counter but i think only two working in fact i walked up to the second register when a customer left and the girl there told me she wasnt open so i finally got my two pikes ventis had to charge thru my starbucks acct because i wasnt going to wait in that line again and not enough cash for two coffees
Gloria,"Ridgefield, WA","Reviewed Feb. 6, 2020",1.0,"I've done my research and it seems like Starbucks does hiring people who hasn't worked in this industry ""coffee"". You just need to have good customer services. You can't teach anyone how to talk to people but you can always reach them how to make something. I have 5 plus years in retail customer services but both places said I have no experience. They both hired people who worked at Starbucks or have experience. Yes, it's very true I don't have the experience, but I have the customer services. I thought I did great in the interview. I feel like if they only wanted experienced people, they shouldn't had even given me a call or an interview me. I felt my time wasted and their time wasted too.",['No Images'],ive done my research and it seems like starbucks does hiring people who hasnt worked in this industry coffee you just need to have good customer services you cant teach anyone how to talk to people but you can always reach them how to make something i have plus years in retail customer services but both places said i have no experience they both hired people who worked at starbucks or have experience yes its very true i dont have the experience but i have the customer services i thought i did great in the interview i feel like if they only wanted experienced people they shouldnt had even given me a call or an interview me i felt my time wasted and their time wasted too
Marcela,"Chula Vista, CA","Reviewed Feb. 3, 2020",2.0,"When ordering this morning I clearly asked for a Venti drink. After I waited for a while, they brought my Grande drink and I told the barista that I had ordered a Venti. She said that they had charged me for a Grande and I said ""OK, but I ordered a Venti"" the Barista ""not happy"" started making my drink again and went to the cashier and asked her something which I couldn't hear. When she brought my drink over, she said to go to the cashier to pay the difference. Me, being a customer service supervisor, know the importance of treating your customers with kindness and knowing that if we mess up, we take the loss. What happened here? They made $0.50 but made my experience at this location very disappointing. When someone makes a mistake, own up to it and don't make the customer feel embarrassed.",['No Images'],when ordering this morning i clearly asked for a venti drink after i waited for a while they brought my grande drink and i told the barista that i had ordered a venti she said that they had charged me for a grande and i said ok but i ordered a venti the barista not happy started making my drink again and went to the cashier and asked her something which i couldnt hear when she brought my drink over she said to go to the cashier to pay the difference me being a customer service supervisor know the importance of treating your customers with kindness and knowing that if we mess up we take the loss what happened here they made but made my experience at this location very disappointing when someone makes a mistake own up to it and dont make the customer feel embarrassed
Shanyia,"Louisville, KY","Reviewed Jan. 31, 2020",1.0,"I ordered a Caramel iced coffee, and I got a iced black coffee with a bit of Caramel syrup. I knew my order was wrong because I make different coffees at work myself. This was the worst experience I’ve ever had here.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_535142_thumbnail.jpg'],i ordered a caramel iced coffee and i got a iced black coffee with a bit of caramel syrup i knew my order was wrong because i make different coffees at work myself this was the worst experience ive ever had here
P,"Ann Arbor, MI","Reviewed Jan. 22, 2020",1.0,Starbucks Zeeb Road Ann Arbor Michigan. Filthy...Overflowing trash cans...2 outdoors and 2 inside. Rude and disrespectful staff will not acknowledge customers. Never a smile or explanation of process. Overtly rude. Endemic. I've been there several time over the past year. Each time I give them the benefit of the doubt. No more. Never again!!!! Despicable behavior toward paying customer who has always tipped at a 20 plus percent rate.,['No Images'],starbucks zeeb road ann arbor michigan filthyoverflowing trash cans outdoors and inside rude and disrespectful staff will not acknowledge customers never a smile or explanation of process overtly rude endemic ive been there several time over the past year each time i give them the benefit of the doubt no more never again despicable behavior toward paying customer who has always tipped at a plus percent rate
Maelcom,"Buffalo, NY","Reviewed Jan. 13, 2020",2.0,"I've been frequenting Starbucks for about 15 years now. It's more often than not been a daily habit for me and I've been to more of their stores (in multiple states) than I can even remember. One thing I started noticing is they routinely ran out of stock in their stores. That is to say, certain snack items and even certain beverage ingredients would be depleted very often. It got to the point where I would ask for a certain item and (almost every time) they'd tell me they had to check to see if they even had it.",['No Images'],ive been frequenting starbucks for about years now its more often than not been a daily habit for me and ive been to more of their stores in multiple states than i can even remember one thing i started noticing is they routinely ran out of stock in their stores that is to say certain snack items and even certain beverage ingredients would be depleted very often it got to the point where i would ask for a certain item and almost every time theyd tell me they had to check to see if they even had it
K.,"Las Vegas, NV","Reviewed Dec. 29, 2019",1.0,"My daughter ended up in the ER for two days with shigella after consuming a hot chocolate from Starbucks. We contacted the restaurant and they said there’s nothing they can do. Shigella is an extremely serious form of FOOD POISONING. I urge you to avoid this franchise. Well Seaman we need to customer service, when the situation turns serious they want nothing to do with it.",['No Images'],my daughter ended up in the er for two days with shigella after consuming a hot chocolate from starbucks we contacted the restaurant and they said theres nothing they can do shigella is an extremely serious form of food poisoning i urge you to avoid this franchise well seaman we need to customer service when the situation turns serious they want nothing to do with it
E.,"Toronto, ON","Reviewed Dec. 28, 2019",1.0,"Overworked, underpaid staff. Filthy, untidy stores. Title says it all. Moreover, too often long line-ups, not for the cash as much as for the coffee itself. Why, you ask? Well, see my title - understaffing. Bad management. Greedy CEO. Neighbours, family, and friends - we all do our best to avoid having to buy a coffee at any Starbucks store in Toronto. Anyone else thoroughly FED UP with Starbucks?",['No Images'],overworked underpaid staff filthy untidy stores title says it all moreover too often long lineups not for the cash as much as for the coffee itself why you ask well see my title understaffing bad management greedy ceo neighbours family and friends we all do our best to avoid having to buy a coffee at any starbucks store in toronto anyone else thoroughly fed up with starbucks
Sam,"Gilbert, AZ","Reviewed Dec. 19, 2019",1.0,"I trusted Starbucks and stored over $700 on my three Starbucks cards to earn reward points. On Nov 18, 2019 I received an email from Starbucks saying I requested to change my account password. I didn't. Feeling suspicious, I checked my Starbucks account and found that my balance is $50. I thought my account got hacked and someone stole my money. I called Starbucks to report it. They said Starbucks cancelled two of my cards and took away my money. No reason was given. No emails explaining what happened, or why it happened. Like all this wasn't enough they told me on the phone they are taking the remaining $50 balance and I have to file a complaint to get my money back. This all seemed unreal to me and hard to believe. Starbucks decided to take away my money and I have to complain to them to get it back.",['No Images'],i trusted starbucks and stored over on my three starbucks cards to earn reward points on nov i received an email from starbucks saying i requested to change my account password i didnt feeling suspicious i checked my starbucks account and found that my balance is i thought my account got hacked and someone stole my money i called starbucks to report it they said starbucks cancelled two of my cards and took away my money no reason was given no emails explaining what happened or why it happened like all this wasnt enough they told me on the phone they are taking the remaining balance and i have to file a complaint to get my money back this all seemed unreal to me and hard to believe starbucks decided to take away my money and i have to complain to them to get it back
Bert,"Saint Louis, MO","Reviewed Nov. 23, 2019",1.0,"Starbucks used to have the best Hot Chocolate around, but I stopped into their St Ann Missouri, store for a Hot Chocolate today, it has been a couple years since I got one, alas it was a crappy brown water waste of money, not the rich, creamy, chocolate it used to be, I Will not be going back for any of their overpriced garbage anymore....",['No Images'],starbucks used to have the best hot chocolate around but i stopped into their st ann missouri store for a hot chocolate today it has been a couple years since i got one alas it was a crappy brown water waste of money not the rich creamy chocolate it used to be i will not be going back for any of their overpriced garbage anymore
Anne,"Santa Monica, CA","Reviewed Nov. 22, 2019",2.0,"Went to Starbucks today. Bought 3 croissants. Each one came in a transparent plastic wrap. I expressed my concern regarding the environment. The barista smiled at me and emphasized on every croissant's guaranteed freshness. Today, I felt that our efforts to become a more sustainable country is a lost battle as long as these big companies don't feel the need to become more environmentally friendly. To stop passing out straws deliberately is not enough.",['No Images'],went to starbucks today bought croissants each one came in a transparent plastic wrap i expressed my concern regarding the environment the barista smiled at me and emphasized on every croissants guaranteed freshness today i felt that our efforts to become a more sustainable country is a lost battle as long as these big companies dont feel the need to become more environmentally friendly to stop passing out straws deliberately is not enough
amy,"Lewisville, NC","Reviewed Nov. 9, 2019",1.0,"I have been a committed Starbucks customer for years, in fact since they came to Winston-Salem, North Carolina. I use the store on Jonestown Road and the store on Stratford Road. I had almost decided that I would stop using the stores because the staff has become so inexperienced. The lines are very long and in the morning when we are trying to get to work; an unnecessary delay due to lack of staffing and inexperienced staff is the last thing that you wish to encounter.",['No Images'],i have been a committed starbucks customer for years in fact since they came to winstonsalem north carolina i use the store on jonestown road and the store on stratford road i had almost decided that i would stop using the stores because the staff has become so inexperienced the lines are very long and in the morning when we are trying to get to work an unnecessary delay due to lack of staffing and inexperienced staff is the last thing that you wish to encounter
Sharon,"Fairbanks, AK","Reviewed Nov. 1, 2019",1.0,"I ordered two to go coffee boxes at least 10 days in advance. On the day I was to pick up my order, it was not ready. In fact whoever took my order didn't even write it down. So I had to wait and wait and wait for them to drip my coffee. No discount was offered, NOTHING!!! During my wait they could've offered me a coffee while I waited. In turn this caused me to be late to my very important meeting which Starbucks doesn't care about. So basically, very poor service, uneducated staff, unpleasant service at the new Starbucks store in Fairbanks, Ak on the corner of College/Old Steese.",['No Images'],i ordered two to go coffee boxes at least days in advance on the day i was to pick up my order it was not ready in fact whoever took my order didnt even write it down so i had to wait and wait and wait for them to drip my coffee no discount was offered nothing during my wait they couldve offered me a coffee while i waited in turn this caused me to be late to my very important meeting which starbucks doesnt care about so basically very poor service uneducated staff unpleasant service at the new starbucks store in fairbanks ak on the corner of collegeold steese
Tessa,"Littleton, CO","Reviewed Oct. 25, 2019",5.0,"A few weeks ago, I went into Starbucks on Main St, in Brighton to study for my college psychology class. I ordered a pumpkin cream cold brew after a friend recommended it. When I got my drink, it looked very professional with the different layers of coffee and pumpkin cream. I stirred the two layers satisfyingly together and then took the first drink and I fell in love with the drink. The texture and taste were so creamy. The atmosphere was perfect for studying. I would 100% recommend the pumpkin cream cold brew to anyone who enjoys coffee or if you are looking for something different than the Pumpkin Spice Latte.",['No Images'],a few weeks ago i went into starbucks on main st in brighton to study for my college psychology class i ordered a pumpkin cream cold brew after a friend recommended it when i got my drink it looked very professional with the different layers of coffee and pumpkin cream i stirred the two layers satisfyingly together and then took the first drink and i fell in love with the drink the texture and taste were so creamy the atmosphere was perfect for studying i would recommend the pumpkin cream cold brew to anyone who enjoys coffee or if you are looking for something different than the pumpkin spice latte
Mario,"Joliet, IL","Reviewed Oct. 18, 2019",1.0,"Enjoyed the bookstore but when I went to get coffee and sit and read at a table it was like being stuck in a teenage ** movie. What drug are the Starbucks workers taking? They are laughing like they both just inhaled helium, ate a handful of ** gummies, then took **. Where's the manager? People are trying to read.",['No Images'],enjoyed the bookstore but when i went to get coffee and sit and read at a table it was like being stuck in a teenage movie what drug are the starbucks workers taking they are laughing like they both just inhaled helium ate a handful of gummies then took wheres the manager people are trying to read
Kathy,"Lakewood, OH","Reviewed Oct. 16, 2019",5.0,The Starbucks in Lakewood is nice and cozy but I like to see more tables than those lower chairs and small tables. It makes hard for people to sit down who are seniors like me. Also I this the coffee should be free on refills. Ruth is such a nice and friendly person. She even remembers your name. I think Starbucks is a good place to come to. The music isn't loud and you can hear yourself talk. Thank you Starbucks for making my day better. Service is good but bit pricing.,['No Images'],the starbucks in lakewood is nice and cozy but i like to see more tables than those lower chairs and small tables it makes hard for people to sit down who are seniors like me also i this the coffee should be free on refills ruth is such a nice and friendly person she even remembers your name i think starbucks is a good place to come to the music isnt loud and you can hear yourself talk thank you starbucks for making my day better service is good but bit pricing
Kayla,"Centereach, NY","Reviewed Oct. 9, 2019",5.0,"Great coffee, great employees, great experience! I used to hate coffee, but now I'm hooked. Thanks to the coffee gods at Starbucks. Whenever there's a problem with my order, they always refund me, and I'm so thankful for that.",['No Images'],great coffee great employees great experience i used to hate coffee but now im hooked thanks to the coffee gods at starbucks whenever theres a problem with my order they always refund me and im so thankful for that
Sharon,"Grand Rapids, MI","Reviewed Oct. 1, 2019",1.0,"I have been a loyal customer of Starbucks for over 15yrs. Lately I have noticed my venti blond has a blah taste. More like cheap gas station coffee. It wasn't just me, I asked several family members what they thought. They verified it was gross coffee! What happened!? I even tried several other Starbucks. Same problem. Really Starbucks! Do you think we won't notice when you hike the price of your coffee and cheapened your product? I guess another good thing has bit the dust. I can make my own gross coffee at home????",['No Images'],i have been a loyal customer of starbucks for over yrs lately i have noticed my venti blond has a blah taste more like cheap gas station coffee it wasnt just me i asked several family members what they thought they verified it was gross coffee what happened i even tried several other starbucks same problem really starbucks do you think we wont notice when you hike the price of your coffee and cheapened your product i guess another good thing has bit the dust i can make my own gross coffee at home
Sherina,"Washington, DC","Reviewed Oct. 1, 2019",1.0,I purchased 2 slices of cake and 1 had plastic in the middle. I called Starbucks customer service and was told I could be helped because I ain’t have a Starbucks account. Ask for the rep name. Told her to give me district manager name and give him my information and she told me I’ll be better off taking back to the store and hung up on me. I have pictures. How can I upload them? I always love Starbucks cakes but now my brain not going to allow me to eat their cakes anymore. Starbucks customers service rep sucks. Treated me like I was not a paying customer.,"['https://media.consumeraffairs.com/files/cache/reviews/starbucks_485354_thumbnail.jpeg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_485357_thumbnail.jpeg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_485360_thumbnail.jpeg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_485363_thumbnail.jpeg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_485366_thumbnail.jpeg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_485369_thumbnail.jpeg']",i purchased slices of cake and had plastic in the middle i called starbucks customer service and was told i could be helped because i aint have a starbucks account ask for the rep name told her to give me district manager name and give him my information and she told me ill be better off taking back to the store and hung up on me i have pictures how can i upload them i always love starbucks cakes but now my brain not going to allow me to eat their cakes anymore starbucks customers service rep sucks treated me like i was not a paying customer
Jay,"Nanaimo, BC","Reviewed Sept. 30, 2019",5.0,"I have been a Starbucks customer for years. The steadfastness of their quality service and coffee is second to none. The proof of their standards is the years and years of proven service and ""customer-first"" attitude. They get my money because they deserve it. Period.",['No Images'],i have been a starbucks customer for years the steadfastness of their quality service and coffee is second to none the proof of their standards is the years and years of proven service and customerfirst attitude they get my money because they deserve it period
Gaye,"Victoria, BC","Reviewed Aug. 30, 2019",5.0,"I am a Canadian who was recently lost and looking for a company in Olympia Washington. My Canadian cell phone was unable to help and the Nav system in my car wasn't either, so I went into a Starbucks to get myself a much needed triple latte and ask if anyone could tell me where this shop was. The store manager, Lacey **, heard me asking a clerk if he knew where it was, and the next thing we knew she was looking it up on her phone and offered to write out directions on how we could get there. It was such a relief just to have the address and know that we would be able to find the object of our journey (the store was in Lacey, as it turned out)! Couldn't be more grateful for her kindness!",['No Images'],i am a canadian who was recently lost and looking for a company in olympia washington my canadian cell phone was unable to help and the nav system in my car wasnt either so i went into a starbucks to get myself a much needed triple latte and ask if anyone could tell me where this shop was the store manager lacey heard me asking a clerk if he knew where it was and the next thing we knew she was looking it up on her phone and offered to write out directions on how we could get there it was such a relief just to have the address and know that we would be able to find the object of our journey the store was in lacey as it turned out couldnt be more grateful for her kindness
Samara,"Omaha, NE","Reviewed Aug. 26, 2019",1.0,"This was a drink I was really looking forward to trying. It's the new fad so of course I had to try it. I only was able to stomach 1/4 of it and threw the rest away. I felt sick to my stomach. I took tums and they didn't help. I thought I was going to throw up and ended up sitting my whole evening out because I was so sick and felt so horrible. I would not recommend this drink. Not only is it not worth the price, it isn't worth the stomach ache and pain. Never going to drink this again. Very disappointed.",['No Images'],this was a drink i was really looking forward to trying its the new fad so of course i had to try it i only was able to stomach of it and threw the rest away i felt sick to my stomach i took tums and they didnt help i thought i was going to throw up and ended up sitting my whole evening out because i was so sick and felt so horrible i would not recommend this drink not only is it not worth the price it isnt worth the stomach ache and pain never going to drink this again very disappointed
cathy,"Chicago, IL","Reviewed Aug. 23, 2019",1.0,"I have been a consistent customer of Starbucks for well over 10+ years, and have had some minor issues. Some I addressed others I simply let slide, mostly due to my rapport with the management managerial staff AND Baristas but however, my rapport is of little consequence after my recent experience at the hands of Starbucks. Apparently, they felt the need to take it upon themselves following a day's regular purchase of my caramel macchiato with 4 espresso shots no foam at 200 degrees. They then took an additional 150 stars from my rewards 3 consecutive times on the same day. ",['No Images'],i have been a consistent customer of starbucks for well over years and have had some minor issues some i addressed others i simply let slide mostly due to my rapport with the management managerial staff and baristas but however my rapport is of little consequence after my recent experience at the hands of starbucks apparently they felt the need to take it upon themselves following a days regular purchase of my caramel macchiato with espresso shots no foam at degrees they then took an additional stars from my rewards consecutive times on the same day
Kathy,"Lakewood, OH","Reviewed Aug. 9, 2019",2.0,I went in to the new Starbucks in Lakewood on Detroit Ave. People bringing their dogs in to a good service area. I can see if it was a service dog that's different and Ali no mirrors in the bathroom. They should give free refills on coffee with the price they charge for coffee. Panera bread gives free refills. They should have a senior discount for people that can't afford Starbucks prices. Customer service was okay. Kathy.,['No Images'],i went in to the new starbucks in lakewood on detroit ave people bringing their dogs in to a good service area i can see if it was a service dog thats different and ali no mirrors in the bathroom they should give free refills on coffee with the price they charge for coffee panera bread gives free refills they should have a senior discount for people that cant afford starbucks prices customer service was okay kathy
vincent,"Acworth, GA","Reviewed Aug. 4, 2019",1.0,"They charge ~5$ for a chai tea Latte and does not train the employees how to make them, each store make it their own way. Horrific experience today at a Starbucks in Riverside, CA. They literally give me boiling Milk. I asked them to add more tea, then the lady in the store asked me, “You want more syrup?” How the hell a customer know you are using a secret syrup to make Chai tea latte. I repeatedly asked I need more tea.. Of course she got angry.. I have to walk away with the boiling milk. First of all you make the worst chai tea latte, still I am drinking it and you make it worst. Don't exploit customers like this. Hopefully somebody sees this and take necessary action.",['No Images'],they charge for a chai tea latte and does not train the employees how to make them each store make it their own way horrific experience today at a starbucks in riverside ca they literally give me boiling milk i asked them to add more tea then the lady in the store asked me you want more syrup how the hell a customer know you are using a secret syrup to make chai tea latte i repeatedly asked i need more tea of course she got angry i have to walk away with the boiling milk first of all you make the worst chai tea latte still i am drinking it and you make it worst dont exploit customers like this hopefully somebody sees this and take necessary action
Christopher,"Irving, TX","Reviewed July 31, 2019",1.0,Bought the cocoa cloud in a couple of locations and man what a waste of money. The last drink I got was 80-85% foam. This has been the trend. Pathetic especially since we are paying full price for the drink which is over after a couple of sips.,"['https://media.consumeraffairs.com/files/cache/reviews/starbucks_456919_thumbnail.jpg', 'https://media.consumeraffairs.com/files/cache/reviews/starbucks_456922_thumbnail.jpg']",bought the cocoa cloud in a couple of locations and man what a waste of money the last drink i got was foam this has been the trend pathetic especially since we are paying full price for the drink which is over after a couple of sips
Sunhee,"Davao, Other","Reviewed July 15, 2019",1.0,"I was a regular customer, ended up hating Starbucks due to their poor customer service and unkept promises. Let me write down what I have gone through: 1. Collected stickers (18 beverages) to collect 2019 Planner/Organizer. (Completed 4 Sets). 2. I have redeemed 2 of them. By February, their stocks were low, and choices were limited. The barista told me to wait for ""restocking"" for more choices. 3. By March, there were ZERO stocks and I was not able to collect 2 Planners. Baristas told me two choices: a) Wait until May; or b) Get 1,500 Php = 29.33 USD for each set. I decided to wait knowing that I have collected these stickers for the planner/organizer. I have spent more than 3,000Php per set and it does not compensate me with 1,500Php.",['No Images'],i was a regular customer ended up hating starbucks due to their poor customer service and unkept promises let me write down what i have gone through collected stickers beverages to collect plannerorganizer completed sets i have redeemed of them by february their stocks were low and choices were limited the barista told me to wait for restocking for more choices by march there were zero stocks and i was not able to collect planners baristas told me two choices a wait until may or b get php usd for each set i decided to wait knowing that i have collected these stickers for the plannerorganizer i have spent more than php per set and it does not compensate me with php
Akassh,"Charlotte, NC","Reviewed July 7, 2019",1.0,"I reached out to Starbucks customer service centre on 2 to 3 occasion and they will reward me with $10 card or free coffee but not solving the issue on the ground. Issue - when you ask for Tall and pay for Tall but you end up receiving one half or less. This isn’t about one location. This at multiple locations within Charlotte, NC and Richardson, TX. Learning - it’s top down message to reduce the quantity without letting customer know. Else why is it same across multiple locations. Option: 1) every time you buy request server to fill the cup up; but doesn’t work every time. Or 2) shift to other coffee brands. Question - is there anyone also feeling the same with reference to quantity or not? Personally - Seems I am done with Starbucks as I don’t believe money is the solution. It’s more about experience, quality and quantity (promised).",['No Images'],i reached out to starbucks customer service centre on to occasion and they will reward me with card or free coffee but not solving the issue on the ground issue when you ask for tall and pay for tall but you end up receiving one half or less this isnt about one location this at multiple locations within charlotte nc and richardson tx learning its top down message to reduce the quantity without letting customer know else why is it same across multiple locations option every time you buy request server to fill the cup up but doesnt work every time or shift to other coffee brands question is there anyone also feeling the same with reference to quantity or not personally seems i am done with starbucks as i dont believe money is the solution its more about experience quality and quantity promised
Robert,"Georgetown, TX","Reviewed July 7, 2019",1.0,"Treats customers rudely and insensitive to common moral fabric values. I cannot believe the company can treat people so rudely just because of the way they were dressed because they didn't agree with their ideas and image? Give me a break.. I thought Starbucks was supposed to be a welcoming place. The coffee is served too hot, and tastes burned. It is overpriced.",['No Images'],treats customers rudely and insensitive to common moral fabric values i cannot believe the company can treat people so rudely just because of the way they were dressed because they didnt agree with their ideas and image give me a break i thought starbucks was supposed to be a welcoming place the coffee is served too hot and tastes burned it is overpriced
Emily,"Saint Petersburg, FL","Reviewed July 5, 2019",2.0,My daughter and I came in here two separate times. I specifically asked for them to add extra sugar for her passion fruit lemonade. They said they would. Both times they didn't. We won't be going back. I'm not into wasting money.,['No Images'],my daughter and i came in here two separate times i specifically asked for them to add extra sugar for her passion fruit lemonade they said they would both times they didnt we wont be going back im not into wasting money
Forrest,"Draper, UT","Reviewed June 10, 2019",1.0,"I then called and tried to activate and I was told that I needed to go to the location it was purchased to use??? First of all it's in a different state and I don't know what location. It sounds like a dumb business practice. Normally you get a gift card and you go to their location and use what money is on it. It was prob only $20.00 to $100.00 but who knows, the card is now TRASH. Very poor policy for such a large corp.",['No Images'],i then called and tried to activate and i was told that i needed to go to the location it was purchased to use first of all its in a different state and i dont know what location it sounds like a dumb business practice normally you get a gift card and you go to their location and use what money is on it it was prob only to but who knows the card is now trash very poor policy for such a large corp
Susie,"The Colony, TX","Reviewed June 7, 2019",1.0,"I have exhausted my efforts to get my Chase Starbucks' rewards from my new Starbucks' credit card. Per the original promotion, I was to get 4500 Starbucks rewards after I spend $500. I, of course, complied and Chase says I got my 4500 rewards but NOTHING In my Starbucks account. I called, emailed in April and again yesterday. BOTH TIMES A COMPLETE RUN AROUND. Chase blames Starbucks, and Starbucks blames Chase. I'M SICK AND TIRED of this runaround. Chase rep even told me to call STarbucks' Rewards ""Elevation team"" and even HE SAID it was Chase's fault and there is nothing he can do. WHAT THE **. I'm tired. Sick of this runaround. I want all my interest on this stupid credit card refunded, my annual fee refunded, immediately.",['No Images'],i have exhausted my efforts to get my chase starbucks rewards from my new starbucks credit card per the original promotion i was to get starbucks rewards after i spend i of course complied and chase says i got my rewards but nothing in my starbucks account i called emailed in april and again yesterday both times a complete run around chase blames starbucks and starbucks blames chase im sick and tired of this runaround chase rep even told me to call starbucks rewards elevation team and even he said it was chases fault and there is nothing he can do what the im tired sick of this runaround i want all my interest on this stupid credit card refunded my annual fee refunded immediately
Swetha,"Los Angeles, CA","Reviewed June 1, 2019",1.0,"Very bad customer service. The person who takes order does not smile and is rude. I asked if an over the counter sandwich can be heated and she rudely responded ""No"" with stern blunt voice, no apology whatsoever. I also asked another person working at the bar for water, he said ""one minute plz"" and then ignored me and started walking around the kitchen for 3 minutes or more. Finally, I went back to the order area to order water, the new barista was polite and addressed the request. Overall, very rude staff, worst staff ever seen at Starbucks. No outlets either. This experience has made me never go to a Starbucks again, ever! Specially after the horrific thing they were in the news for. I usually don't believe everything that they say in the news but given my own personal experience, I think this Starbucks at Cypress Park, Los Angeles, CA has racist staff.",['No Images'],very bad customer service the person who takes order does not smile and is rude i asked if an over the counter sandwich can be heated and she rudely responded no with stern blunt voice no apology whatsoever i also asked another person working at the bar for water he said one minute plz and then ignored me and started walking around the kitchen for minutes or more finally i went back to the order area to order water the new barista was polite and addressed the request overall very rude staff worst staff ever seen at starbucks no outlets either this experience has made me never go to a starbucks again ever specially after the horrific thing they were in the news for i usually dont believe everything that they say in the news but given my own personal experience i think this starbucks at cypress park los angeles ca has racist staff
Danita,"Orlando, FL","Reviewed May 31, 2019",5.0,"This Tuesday I had the most horrible experience with renting a car at the Orlando airport through Orbitz and Alamo. When I stopped at the Starbucks to get something to drink and rethink what I was going to do in my situation I was on the phone with the Orbitz manager who was completely useless and the cashier at the Starbucks in the airport overheard the conversation and decided to be helpful, thoughtful and she saved my faith in humanity!! I was on the phone arguing with the manager at Orbitz and ordered my drink, I went to put my credit card in the machine and she said, ""You’re all good."" I was already upset with everybody else I had ran into so I almost bit her head off thinking she was incompetent for not charging my card. ",['No Images'],this tuesday i had the most horrible experience with renting a car at the orlando airport through orbitz and alamo when i stopped at the starbucks to get something to drink and rethink what i was going to do in my situation i was on the phone with the orbitz manager who was completely useless and the cashier at the starbucks in the airport overheard the conversation and decided to be helpful thoughtful and she saved my faith in humanity i was on the phone arguing with the manager at orbitz and ordered my drink i went to put my credit card in the machine and she said youre all good i was already upset with everybody else i had ran into so i almost bit her head off thinking she was incompetent for not charging my card
E. F.,"Independence, MO","Reviewed May 22, 2019",1.0,"It was bad enough when your birthday reward was only good for 3 days. This year it's only 1! Everywhere else, you have around a month! It's like, they're afraid you'll ACTUALLY use it! It's just bad customer service!",['No Images'],it was bad enough when your birthday reward was only good for days this year its only everywhere else you have around a month its like theyre afraid youll actually use it its just bad customer service
Rhonda,"North Las Vegas, NV","Reviewed May 20, 2019",1.0,"I placed an order through the drive thru at Starbucks on Sandhill and Flamingo, in Las Vegas. (05/20/2019 11:06 am) The order was correct, but the problem is the person at the drive thru is handling money. She put her hand over the cup lid that I will be drinking from. I wonder if this is done on purpose, because the person before me, (**) didn't have the drink handed to them like that, out of the drive thru. I'm a person of color, and this is about the third time this has happened. I've either had to have them make me another drink, or I just threw out the lid. Also, a receipt wasn't given to me. It's unsanitary practice. With all that is going on across country with this company, I would highly recommend going to a different coffee company. Will never go to Starbucks again.",['No Images'],i placed an order through the drive thru at starbucks on sandhill and flamingo in las vegas am the order was correct but the problem is the person at the drive thru is handling money she put her hand over the cup lid that i will be drinking from i wonder if this is done on purpose because the person before me didnt have the drink handed to them like that out of the drive thru im a person of color and this is about the third time this has happened ive either had to have them make me another drink or i just threw out the lid also a receipt wasnt given to me its unsanitary practice with all that is going on across country with this company i would highly recommend going to a different coffee company will never go to starbucks again
Bill,"Seattle, WA","Reviewed May 20, 2019",2.0,"Once thought Starbucks was a smart company but not anymore. Customers are not so stupid that they don't notice the changes. Reducing the rewards program, making store environment bad enough to discourage staying (less seating and loud noise level), cuts to service, products, stores, bummed out employees, low inventory on shelves, crappy sugar drinks and food, and more. I've cut my visits by at least 50% and so have others I know. Keep it up and in time a competitor will step in and/or customers will discover other options. Sorry to see the old ways go but maybe this company has seen its day. Sold your stock. Don't believe you care about customers. Short term a ""go cheap"" strategy may look good but long term lost customers will drop sales. Buh bye Starbucks. You're becoming just another ordinary place that is taking more than it returns in service and product.",['No Images'],once thought starbucks was a smart company but not anymore customers are not so stupid that they dont notice the changes reducing the rewards program making store environment bad enough to discourage staying less seating and loud noise level cuts to service products stores bummed out employees low inventory on shelves crappy sugar drinks and food and more ive cut my visits by at least and so have others i know keep it up and in time a competitor will step in andor customers will discover other options sorry to see the old ways go but maybe this company has seen its day sold your stock dont believe you care about customers short term a go cheap strategy may look good but long term lost customers will drop sales buh bye starbucks youre becoming just another ordinary place that is taking more than it returns in service and product
